Age,Gender,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Time per Day (hrs),Material Level,IQ,Consistency,Health,Assessment Score,Health Description,Consistency_Num,Material_Level_Num,Student_Level_Num,Course_Level_Num
6,Female,Artist,Middle,Beginner,Beginner,Computer Science,1.4,Intermediate,137,Regular,4,76,Good,1,2,1,1
9,Male,Engineer,High,Intermediate,Intermediate,Physics,4.5,Intermediate,117,Irregular,4,83,Good,0,2,2,2
17,Female,Engineer,High,Advanced,Advanced,Art,1.3,Advanced,79,Irregular,2,53,Poor,0,3,3,3
17,Male,Farmer,Low,Advanced,Advanced,Art,4.6,Intermediate,88,Regular,2,68,Poor,1,2,3,3
12,Male,Farmer,Low,Beginner,Beginner,Geography,0.4,Beginner,70,Regular,1,23,Very Poor,1,1,1,1
7,Female,Artist,Low,Beginner,Beginner,English,1.8,Intermediate,98,Regular,4,67,Good,1,2,1,1
10,Female,Government Employee,Low,Beginner,Beginner,Science,1.5,Beginner,129,Regular,3,72,Average,1,1,1,1
3,Male,Business Owner,High,Beginner,Beginner,Science,1.0,Beginner,70,Regular,4,46,Good,1,1,1,1
14,Male,Unemployed,Middle,Intermediate,Beginner,Math,3.8,Beginner,80,Regular,3,70,Average,1,1,2,1
6,Female,Other,Middle,Beginner,Beginner,Math,2.5,Beginner,83,Regular,1,43,Very Poor,1,1,1,1
15,Male,Other,Low,Intermediate,Intermediate,Chemistry,3.4,Beginner,99,Regular,4,77,Good,1,1,2,2
16,Male,Unemployed,Middle,Advanced,Advanced,Math,3.5,Advanced,134,Irregular,4,100,Good,0,3,3,3
13,Male,Unemployed,Middle,Intermediate,Intermediate,English,1.8,Intermediate,66,Regular,2,43,Poor,1,2,2,2
7,Female,Doctor,Low,Beginner,Beginner,English,2.0,Beginner,68,Irregular,1,19,Very Poor,0,1,1,1
5,Male,Government Employee,Low,Beginner,Beginner,Science,1.8,Intermediate,85,Irregular,1,40,Very Poor,0,2,1,1
14,Male,Other,Middle,Intermediate,Intermediate,Science,4.5,Intermediate,100,Irregular,5,83,Excellent,0,2,2,2
4,Female,Business Owner,Middle,Beginner,Beginner,Chemistry,2.3,Beginner,85,Irregular,3,51,Average,0,1,1,1
13,Female,Farmer,High,Beginner,Beginner,Computer Science,1.2,Intermediate,65,Irregular,2,34,Poor,0,2,1,1
3,Male,Government Employee,High,Beginner,Beginner,Computer Science,2.6,Beginner,76,Regular,3,54,Average,1,1,1,1
4,Female,Teacher,Middle,Beginner,Intermediate,History,1.4,Beginner,116,Irregular,1,46,Very Poor,0,1,1,2
13,Male,Teacher,Middle,Beginner,Beginner,Biology,1.7,Intermediate,100,Irregular,3,58,Average,0,2,1,1
13,Male,Other,Middle,Intermediate,Intermediate,Math,2.5,Advanced,102,Irregular,4,73,Good,0,3,2,2
14,Female,Other,High,Advanced,Advanced,Math,2.6,Advanced,114,Regular,5,100,Excellent,1,3,3,3
4,Female,Doctor,Middle,Beginner,Beginner,Chemistry,2.8,Beginner,103,Regular,4,78,Good,1,1,1,1
11,Female,Government Employee,Middle,Intermediate,Intermediate,History,3.0,Beginner,103,Regular,5,86,Excellent,1,1,2,2
9,Male,Artist,Middle,Beginner,Beginner,Chemistry,0.9,Intermediate,72,Regular,4,59,Good,1,2,1,1
8,Male,Engineer,High,Beginner,Beginner,Geography,2.1,Intermediate,124,Irregular,3,56,Average,0,2,1,1
17,Male,Doctor,Middle,Intermediate,Intermediate,English,1.5,Beginner,69,Irregular,4,68,Good,0,1,2,2
16,Male,Teacher,High,Intermediate,Intermediate,Science,0.4,Beginner,74,Regular,3,49,Average,1,1,2,2
15,Male,Business Owner,Low,Intermediate,Intermediate,Geography,3.6,Intermediate,119,Irregular,5,83,Excellent,0,2,2,2
7,Male,Artist,Middle,Beginner,Intermediate,Art,1.9,Advanced,133,Regular,5,80,Excellent,1,3,1,2
16,Female,Farmer,Low,Intermediate,Advanced,English,3.4,Advanced,120,Regular,4,77,Good,1,3,2,3
6,Female,Teacher,High,Beginner,Intermediate,Chemistry,1.8,Intermediate,101,Irregular,3,62,Average,0,2,1,2
15,Female,Engineer,Middle,Intermediate,Intermediate,Chemistry,2.9,Intermediate,84,Regular,5,86,Excellent,1,2,2,2
13,Female,Artist,High,Intermediate,Beginner,English,2.6,Beginner,79,Irregular,1,53,Very Poor,0,1,2,1
5,Female,Artist,High,Beginner,Beginner,English,1.2,Beginner,111,Irregular,2,65,Poor,0,1,1,1
8,Female,Government Employee,Low,Beginner,Beginner,Math,2.4,Intermediate,120,Irregular,1,54,Very Poor,0,2,1,1
3,Male,Artist,Middle,Beginner,Beginner,Geography,1.2,Beginner,83,Irregular,3,49,Average,0,1,1,1
15,Female,Teacher,Middle,Intermediate,Intermediate,History,2.5,Intermediate,79,Irregular,2,37,Poor,0,2,2,2
4,Female,Other,Low,Beginner,Beginner,Chemistry,1.6,Intermediate,71,Irregular,3,49,Average,0,2,1,1
15,Male,Other,High,Intermediate,Beginner,Science,1.8,Beginner,70,Irregular,5,60,Excellent,0,1,2,1
11,Male,Other,High,Intermediate,Intermediate,Biology,2.9,Advanced,135,Regular,4,96,Good,1,3,2,2
11,Female,Engineer,Middle,Beginner,Beginner,Science,0.9,Intermediate,103,Regular,4,62,Good,1,2,1,1
14,Female,Unemployed,Low,Intermediate,Intermediate,Science,2.9,Intermediate,105,Regular,5,77,Excellent,1,2,2,2
11,Female,Artist,Low,Intermediate,Advanced,Art,3.9,Advanced,104,Regular,1,68,Very Poor,1,3,2,3
7,Female,Unemployed,Low,Beginner,Beginner,Physics,1.5,Intermediate,113,Regular,4,67,Good,1,2,1,1
11,Male,Artist,High,Intermediate,Intermediate,History,3.3,Beginner,130,Regular,5,95,Excellent,1,1,2,2
5,Female,Farmer,High,Beginner,Intermediate,English,1.3,Advanced,82,Regular,3,68,Average,1,3,1,2
18,Female,Farmer,Low,Intermediate,Intermediate,Art,6.4,Intermediate,98,Irregular,3,52,Average,0,2,2,2
11,Male,Teacher,High,Intermediate,Intermediate,Chemistry,7.3,Intermediate,87,Irregular,4,43,Good,0,2,2,2
16,Female,Teacher,Middle,Beginner,Beginner,Physics,4.1,Advanced,84,Regular,4,90,Very Poor,1,3,1,1
18,Female,Artist,Low,Beginner,Beginner,Art,3.8,Intermediate,122,Regular,4,97,Excellent,1,2,1,1
11,Female,Government Employee,Middle,Beginner,Intermediate,Computer Science,2.8,Beginner,135,Irregular,2,72,Good,0,1,1,2
7,Male,Unemployed,Middle,Beginner,Beginner,Computer Science,0.5,Beginner,129,Regular,1,95,Very Poor,1,1,1,1
15,Female,Doctor,High,Advanced,Advanced,Math,2.1,Advanced,144,Irregular,1,75,Good,0,3,3,3
11,Male,Teacher,Low,Beginner,Advanced,Math,2.2,Advanced,124,Irregular,4,91,Good,0,3,1,3
7,Female,Artist,Low,Beginner,Beginner,Computer Science,1.7,Beginner,81,Regular,4,80,Excellent,1,1,1,1
9,Male,Doctor,Middle,Beginner,Beginner,History,0.5,Beginner,74,Regular,4,67,Excellent,1,1,1,1
8,Male,Unemployed,Low,Intermediate,Advanced,Math,0.3,Advanced,123,Regular,1,89,Very Poor,1,3,2,3
8,Male,Other,Middle,Beginner,Beginner,Geography,0.7,Intermediate,150,Irregular,2,64,Excellent,0,2,1,1
9,Female,Artist,High,Intermediate,Beginner,Geography,2.0,Beginner,148,Irregular,1,86,Average,0,1,2,1
13,Female,Business Owner,High,Beginner,Beginner,Biology,1.9,Intermediate,136,Irregular,1,67,Very Poor,0,2,1,1
17,Male,Unemployed,High,Advanced,Beginner,Computer Science,2.9,Beginner,99,Regular,4,82,Good,1,1,3,1
15,Male,Engineer,Middle,Intermediate,Beginner,Biology,0.1,Beginner,130,Regular,5,86,Excellent,1,1,2,1
10,Male,Other,High,Beginner,Beginner,Art,1.2,Intermediate,120,Regular,5,88,Excellent,1,2,1,1
4,Male,Farmer,Middle,Beginner,Beginner,Biology,0.5,Beginner,98,Regular,5,92,Poor,1,1,1,1
10,Female,Farmer,Low,Beginner,Beginner,Science,1.0,Beginner,75,Regular,4,47,Poor,1,1,1,1
6,Male,Unemployed,High,Beginner,Advanced,History,0.9,Advanced,127,Irregular,4,72,Good,0,3,1,3
